lecturer_id,department,employment_type,years_experience,major_speciality,related_specialities,number_of_classes,trimester,week_number,teaching_hours_per_week,modules_count,total_students_enrolled,assessment_type_weight,thesis_students_count,hod_administrative_hours,active_research_projects,weekend_work_hours,grading_backlog_days,lms_activity_late_night_count,self_reported_fatigue,perceived_support_score,total_actual_weekly_hours,calculated_burnout_score,burnout_risk_category
UTB-LEC-014,BA Community Development,FULL_TIME,14,Gender & Social Inclusion Policy,"Quality Assurance, Project Management (PMP)",3,2026-T2,7,13.0,3,144,2.0,4,0.0,2,2.7,1,1,4,5,39.2,44.1,MODERATE
UTB-LEC-014,BA Community Development,FULL_TIME,14,Gender & Social Inclusion Policy,"Quality Assurance, Project Management (PMP)",3,2026-T2,8,12.3,3,144,2.0,2,2.0,2,2.2,1,0,3,1,36.5,56.7,HIGH
UTB-LEC-014,BA Community Development,FULL_TIME,14,Gender & Social Inclusion Policy,"Quality Assurance, Project Management (PMP)",3,2026-T2,9,11.8,3,144,1.0,3,2.0,0,2.9,2,0,2,1,30.9,46.8,MODERATE
UTB-LEC-014,BA Community Development,FULL_TIME,14,Gender & Social Inclusion Policy,"Quality Assurance, Project Management (PMP)",3,2026-T2,10,12.0,3,144,1.5,1,2.0,0,7.1,9,8,7,3,34.7,77.4,CRITICAL
UTB-LEC-014,BA Community Development,FULL_TIME,14,Gender & Social Inclusion Policy,"Quality Assurance, Project Management (PMP)",3,2026-T2,11,12.5,3,144,1.5,6,0.0,2,10.0,3,7,9,3,42.6,79.7,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,1,18.0,4,255,1.5,8,4.0,2,3.5,2,4,5,3,54.8,77.1,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,2,17.0,4,255,2.5,2,2.0,0,3.3,0,0,6,3,54.2,71.0,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,3,18.7,4,255,2.5,8,0.0,2,3.6,0,2,5,1,59.6,83.5,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,4,17.9,4,255,1.0,6,2.0,1,0.7,1,4,3,2,45.4,64.1,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,5,17.5,4,255,2.0,12,0.0,0,4.9,9,8,6,3,53.4,87.6,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,6,18.1,4,255,2.0,4,0.0,0,6.2,11,11,8,1,51.4,98.0,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,7,17.0,4,255,2.0,3,4.0,0,1.5,2,4,6,4,49.1,69.2,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,8,18.7,4,255,1.0,2,4.0,1,3.0,3,1,6,4,47.3,66.6,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,9,17.6,4,255,2.0,3,0.0,0,3.8,2,3,5,3,48.7,67.7,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,10,18.2,4,255,1.5,6,4.0,0,9.0,3,5,8,4,57.1,88.1,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T1,11,17.5,4,255,1.5,2,0.0,1,8.5,10,8,6,4,50.6,89.4,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,1,18.2,4,255,1.5,7,4.0,1,2.4,1,1,2,5,54.0,58.1,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,2,18.2,4,255,1.5,5,2.0,1,0.2,3,3,3,4,48.1,62.2,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,3,17.7,4,255,1.5,4,0.0,0,2.1,3,4,6,3,44.7,70.1,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,4,17.0,4,255,2.0,4,0.0,0,0.7,2,4,4,5,45.8,61.0,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,5,18.7,4,255,2.0,3,2.0,0,5.6,9,9,7,3,53.6,93.9,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,6,17.2,4,255,2.0,7,0.0,1,9.4,7,9,7,3,58.1,95.0,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,7,18.5,4,255,1.5,4,8.0,2,1.5,3,4,6,1,57.7,87.3,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,8,16.9,4,255,1.5,2,0.0,1,3.7,3,1,3,5,47.6,55.4,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,9,17.3,4,255,1.5,3,4.0,0,0.3,2,1,2,2,44.0,58.1,HIGH
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,10,16.9,4,255,1.0,3,0.0,1,8.3,9,8,6,2,45.3,83.4,CRITICAL
UTB-LEC-015,BSc Travel & Tourism Management,FULL_TIME,2,Tour Operations & Package Design,"Project Management (PMP), Digital Marketing",5,2026-T2,11,17.1,4,255,1.5,7,2.0,0,10.0,9,7,7,1,54.0,96.1,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,1,17.4,3,170,1.0,6,0.0,0,0.9,2,4,4,2,35.8,60.4,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,2,18.2,3,170,2.0,4,8.0,1,2.1,3,4,4,3,52.6,71.6,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,3,18.6,3,170,1.5,5,8.0,0,2.5,2,3,6,4,50.7,71.5,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,4,17.7,3,170,1.0,3,4.0,0,1.2,1,4,2,2,39.0,59.7,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,5,18.9,3,170,1.5,4,0.0,0,8.2,3,10,10,4,48.0,89.2,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,6,17.9,3,170,1.5,3,2.0,0,7.8,7,6,10,1,47.2,95.2,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,7,17.6,3,170,2.5,3,0.0,2,1.2,3,4,2,2,49.3,69.8,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,8,17.9,3,170,2.0,5,0.0,2,2.0,0,3,3,1,48.0,71.8,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,9,18.7,3,170,2.0,4,0.0,0,1.9,3,3,4,4,44.5,59.7,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,10,18.2,3,170,1.0,7,0.0,0,5.7,7,8,7,3,43.3,82.5,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T1,11,19.0,3,170,1.5,3,2.0,0,6.7,9,8,7,5,48.2,81.2,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,1,17.2,3,170,1.0,2,2.0,2,2.4,1,3,4,5,42.0,50.2,MODERATE
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,2,18.9,3,170,2.0,3,0.0,0,3.8,2,4,5,5,46.3,64.1,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,3,18.2,3,170,2.0,4,0.0,2,1.8,2,0,2,3,46.4,52.6,MODERATE
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,4,18.7,3,170,2.0,2,0.0,0,2.7,2,2,3,4,43.0,55.8,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,5,18.8,3,170,2.5,1,0.0,2,9.3,9,4,10,5,56.9,87.7,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,6,18.5,3,170,1.5,2,4.0,0,7.7,11,6,6,1,49.8,94.6,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,7,18.7,3,170,1.5,3,0.0,0,3.2,2,4,2,2,43.2,64.1,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,8,18.8,3,170,1.5,3,0.0,1,1.5,3,1,3,2,42.0,56.9,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,9,18.9,3,170,2.5,2,0.0,0,1.3,0,3,4,1,43.8,65.2,HIGH
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,10,18.0,3,170,1.5,6,4.0,0,5.9,4,5,9,2,49.5,87.2,CRITICAL
UTB-LEC-016,Bachelor of Business Management,FULL_TIME,7,Marketing Strategy & Consumer Behavior,"Customer Relationship Management, Research Methodology",5,2026-T2,11,18.5,3,170,1.5,3,0.0,0,6.5,8,5,8,5,44.3,75.1,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,1,15.7,2,140,2.0,5,0.0,0,2.0,0,2,6,4,37.2,55.0,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,2,15.7,2,140,1.0,2,0.0,0,0.7,1,0,2,3,30.8,42.4,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,3,14.4,2,140,2.0,6,2.0,1,3.9,3,1,6,5,44.2,59.7,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,4,14.5,2,140,1.5,3,2.0,0,1.8,3,1,4,1,33.0,58.1,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,5,15.1,2,140,1.0,3,0.0,1,7.7,9,6,7,1,41.3,79.9,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,6,14.2,2,140,2.0,4,0.0,0,6.6,7,8,7,2,37.4,83.5,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,7,14.4,2,140,2.0,1,0.0,0,3.0,0,4,6,2,36.0,62.9,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,8,16.1,2,140,1.5,5,2.0,2,2.9,3,2,6,3,44.3,68.5,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,9,16.1,2,140,2.5,7,0.0,0,3.3,2,3,3,5,42.4,52.0,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,10,15.0,2,140,1.5,3,0.0,1,6.4,4,7,10,5,39.1,77.2,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T1,11,14.3,2,140,1.5,8,8.0,0,7.6,3,11,9,1,47.4,98.0,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,1,14.4,2,140,2.5,9,0.0,2,3.0,2,4,5,1,45.1,73.1,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,2,15.8,2,140,1.5,2,0.0,1,2.4,0,0,6,5,37.3,50.5,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,3,14.7,2,140,2.0,3,4.0,1,3.0,1,0,4,5,43.2,52.1,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,4,15.8,2,140,1.0,3,0.0,0,3.4,0,3,5,3,35.0,52.9,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,5,14.3,2,140,1.5,3,4.0,1,9.5,10,10,9,2,47.6,98.0,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,6,14.8,2,140,1.5,5,4.0,0,9.9,5,8,7,2,46.3,86.8,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,7,16.1,2,140,2.0,1,0.0,1,0.8,0,3,5,3,37.7,56.1,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,8,14.6,2,140,1.0,2,0.0,0,3.7,3,3,6,4,30.8,55.1,HIGH
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,9,14.2,2,140,1.5,3,0.0,1,2.3,3,3,2,2,33.8,54.0,MODERATE
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,10,15.8,2,140,1.0,7,4.0,1,9.5,5,6,9,1,49.4,93.9,CRITICAL
UTB-LEC-017,BSc Information Technology,FULL_TIME,15,Cloud Computing & DevOps,"Data Analysis with Python, Research Methodology",4,2026-T2,11,14.7,2,140,1.0,1,2.0,0,6.1,4,9,7,4,37.1,72.0,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,1,6.9,2,84,2.0,3,0.0,0,3.7,3,3,5,1,20.6,50.9,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,2,6.9,2,84,2.0,1,0.0,1,0.4,0,4,3,3,18.4,38.5,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,3,6.5,2,84,1.0,0,0.0,0,3.1,3,3,3,2,17.1,41.8,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,4,6.7,2,84,1.5,2,0.0,0,4.0,0,2,3,1,19.3,43.0,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,5,7.6,2,84,2.0,0,0.0,2,7.8,4,8,9,3,26.9,68.1,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,6,6.7,2,84,2.0,2,0.0,1,9.8,4,4,8,3,27.3,65.8,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,7,7.4,2,84,1.0,1,0.0,2,2.9,2,3,4,2,21.2,43.3,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,8,7.2,2,84,1.0,0,0.0,1,2.4,0,1,6,1,17.0,45.3,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,9,7.6,2,84,1.5,0,0.0,0,1.9,2,0,2,2,19.6,33.5,LOW
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,10,7.5,2,84,1.5,1,0.0,2,5.3,3,10,7,4,26.3,66.9,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T1,11,6.6,2,84,1.5,0,0.0,0,7.7,4,4,6,1,21.8,55.2,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,1,8.2,2,84,2.0,2,0.0,1,2.1,1,2,3,3,21.5,36.2,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,2,8.3,2,84,2.5,0,0.0,0,3.1,0,3,4,4,22.4,37.2,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,3,6.9,2,84,2.5,0,0.0,0,4.0,2,3,3,4,20.4,35.0,LOW
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,4,7.8,2,84,1.5,2,0.0,1,2.7,3,1,4,1,22.2,45.6,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,5,8.2,2,84,2.0,2,0.0,0,4.7,7,4,8,5,25.0,57.3,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,6,7.0,2,84,1.5,0,0.0,2,5.3,9,7,10,3,22.4,72.8,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,7,8.3,2,84,1.5,0,0.0,0,3.9,1,4,5,2,21.1,47.5,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,8,7.0,2,84,2.5,0,0.0,1,2.9,0,4,6,2,21.7,52.2,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,9,7.0,2,84,2.0,1,0.0,2,3.4,0,2,4,4,24.7,41.8,MODERATE
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,10,6.9,2,84,1.0,1,0.0,1,7.7,8,6,9,2,24.8,72.2,HIGH
UTB-LEC-018,BSc Computer Engineering,PART_TIME,4,Full-Stack Software Architecture,"Project Management (PMP), Research Methodology",2,2026-T2,11,6.9,2,84,1.5,0,0.0,1,4.6,9,4,9,2,19.9,67.1,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,1,12.3,2,102,2.0,3,2.0,1,0.5,3,1,5,1,29.7,55.9,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,2,12.6,2,102,1.5,2,0.0,1,3.2,1,2,6,5,31.3,48.0,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,3,13.7,2,102,2.0,3,0.0,0,2.2,1,3,3,3,33.9,53.8,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,4,12.6,2,102,1.5,4,2.0,0,1.5,1,2,2,4,29.6,41.2,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,5,13.0,2,102,1.5,5,0.0,0,4.3,4,10,7,4,32.9,69.0,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,6,13.0,2,102,1.5,3,0.0,2,6.7,11,7,9,1,37.6,92.9,CRITICAL
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,7,12.5,2,102,1.0,2,0.0,0,1.5,2,2,6,2,23.5,55.9,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,8,13.8,2,102,2.0,1,12.0,0,3.0,2,4,3,4,43.1,57.6,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,9,12.0,2,102,1.0,4,2.0,2,3.0,2,0,4,4,30.6,42.2,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,10,13.8,2,102,1.0,3,0.0,0,6.8,4,4,6,5,34.7,54.3,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T1,11,12.9,2,102,1.5,2,0.0,0,8.7,3,11,8,3,34.0,77.6,CRITICAL
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,1,13.7,2,102,1.0,4,0.0,0,2.4,2,3,6,2,29.8,59.7,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,2,12.4,2,102,2.5,3,0.0,0,1.1,0,0,3,5,29.5,37.0,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,3,13.0,2,102,2.5,4,2.0,0,0.7,2,3,3,2,34.8,55.6,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,4,13.4,2,102,2.0,3,0.0,0,3.2,3,4,5,4,34.4,57.5,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,5,13.2,2,102,2.0,3,4.0,0,4.7,3,11,8,4,36.1,78.1,CRITICAL
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,6,13.7,2,102,1.0,6,0.0,0,7.5,3,5,10,5,35.6,66.1,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,7,12.0,2,102,1.5,6,2.0,0,3.9,2,2,6,3,32.2,58.4,HIGH
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,8,12.8,2,102,1.5,6,0.0,0,2.1,3,1,5,5,30.2,43.5,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,9,12.9,2,102,1.5,2,0.0,1,2.7,0,1,2,4,29.3,36.4,MODERATE
UTB-LEC-019,BSc Transport & Logistics Mgmt,FULL_TIME,2,Supply Chain Risk & Resilience,"GIS & Spatial Mapping, Digital Marketing",3,2026-T2,10,13.4,2,102,1.0,5,0.0,2,6.8,10,9,9,1,38.1,91.5,CRITICAL
